https://twitter.com/_YMKW","『ArcH presents AFTER HOURS ""7""』


YOSHIHIRO,a-image/119.jpg,YOSHIHIRO / ヨシヒロ,GOGO DANCER,,,"『ArcH 4th ANNIVERSARY』, 『ArcH 7th ANNIVERSARY, PARTY』"
YUJI,a-image/120.jpg,YUJI / ユウジ,GOGO DANCER,,,『BANANA Fridays』
YUME,a-image/121.jpg,YUME / ユメ,DJ,House,"90年代中旬からDJキャリアをスタート。GOLD、MANIAC LOVE、LIQUID ROOM、YELLOW、BAR Delight等々、錚々たるレジェンダリィな""箱""でテクニックとフィーリングを磨き、そして同じく伝説的なたくさんのビッグイベントでプレイしキャリ アを積んで行く。途中、ラウンジスタイル等バラエティなプレイスタイルに傾倒し、国内を飛び出てフランス等ワールドワイドでプレイし、そのフィールドでも 確固たる実績を残したが、2011年から再び、ハウスミュージックにターゲットを定め自身のアイデンティティのリコンストラクションBack To Basicに着手。
最先端の音を軸としてコーティングされたそのテイストを体験できるのは。。
現在世界でも指折りのクオリティと規模を 持った""リアルビッグパーティ""Shangri-La @ageHa, Tokyo、良質な音楽と人の集まりを毎週提供していくという驚異的な""ボーイズナイト""BANANA Fridays@AISOTOPE LOUNGE 、エッジィで革新的なウェイブをここ日本、東京から発信中で話題のTravelling@eleven、DJ usus FROM RIP SLYMEプレゼンツの渋谷ベースなラウンジパーティBLACK MUNCHEE@MICROCOSMOS等々！！

音楽に導かれた旅のエクスペリエンスが生み出す多様性を持ったサウンドとベクトルをブレンドしまとめるのはハウスというキーワー ド☆☆エッジィとポピュラリティ。ラグジュアリーでクルエルティー。常に相反する二つのTHINGS = コントラディクションを内包したプレイはフロアでそれをキャッチするパーティピープル=クラウドにある種不思議かつワンダーな感情を喚起させ独特の印象と 興奮を残すであろう。

http://www.mixcloud.com/yumeland/",『BANANA Fridays』
YUSUKE,a-image/122.jpg,YUSUKE / ユウスケ,GOGO DANCER,,,『雄汁男魂集会』
YUTAKA,a-image/123.jpg,YUTAKA / ユタカ,GOGO DANCER,,,"『AiSOTOPE LOUNGE 1st ANNIVERSARY』, 『BAD BOYS』"
YUTO,a-image/124.jpg,YUTO / ユウト,GOGO DANCER,,,『SURF』
相川七瀬,a-image/125.jpg,相川七瀬 / アイカワナナセ,SINGER,ROCK,"1995年11月織田哲郎プロデュースにより、シングル「夢見る少女じゃいられない」でデビュー。1stアルバム「Red」が現在までに270万枚を超えるメガヒットを記録。(第11回日本ゴールドディスク大賞ロックフォーク部門「アルバム大賞」を受賞)続く2ndアルバム「paradox（パラドックス）」も180万枚を超えるセールスを記録し、 (第12回日本ゴールドディスク大賞「ベスト・ロック・アルバム・オブ・ザ・イヤー」受賞)現在までのＣＤのトータルセールスは1200万枚を越えている。音楽活動以外にも詩人、絵本作家、カラーセラピストとしても活躍。英国AURA-SOMA認定　ティーチャーレベル3を当時、日本人最年少で取得。自身が持っているクリエイティブな質を活かして、生きているAURA-SOMAを伝えていく事を目指している。そして2004年4月にはORENDA（スクール）を立ち上げ、オーラソーマのカウンセラーを育成中。その他、アロマセラピーインストラクター、レイキマスター、植物療法、前世療法など幅広いヒーリングをシェアしていきたいと考える。カラーセラピーをたくさんの人に伝えるためのワークショップやイベントなどを手がけるあらゆるジャンルの顔を持つアーティスト。","『ArcH Last Place Party day2』, 『GIRL FRIEND』"
アマゾネス・ダイアン,a-image/126.jpg,アマゾネス・ダイアン,DRAG QUEEN,,,"『二丁目ハイスクール』、『AT HOME』、『Bar 黒蜥蜴』"
あやまんJAPAN,a-image/127.jpg,あやまんJAPAN / アヤマンジャパン,SINGER,,"六本木・西麻布をホームグラウンドとし、“試合”という名の飲み会を中心に活動する謎のアイドル（!?）。
中心メンバーはあやまん監督、ファンタジスタさくらだ、ルーキタエの3人で、監督であるあやまんのスカウトにより、100人以上が所属するとされる素人集団（らしい）。
初のDVD『あやまんJAPANのDVD -ポテトが熱くて食べられない-』が発売中。さらに、藤森慎吾とあやまんJAPANシングルＣＤ『夏あげモーション』（税込み500円）が8月10日に発売。
着うた（Ｒ）配信中、着うたフル（Ｒ）7月27日〜配信開始。
そのほか最新情報はブログをチェック。→ http://ameblo.jp/ayamanjapan/
ザックJAPAN、原JAPAN に次ぐ日本3大JAPAN の一つであり、夜な夜な彼女たちのホームグラウンドである六本木、西麻布界隈で試合!?（という名の飲み会）を開催している新感覚の女の子エンターテイメント集団。
メンバーは監督のあやまんがスカウトしており『ビジュアル班』、『女子大生班』『ネタ班』、『海外組』、『ユース』の5班に分かれていて、総勢100人以上が所属している・・・という噂もある。
「ぽいぽい」で不景気な日本を元気にしてか〜ら〜の、男子のマッスルスティックを元気にしてか〜ら〜の、世界を一つにすべく活動しています！
ぽいぽいぽぴ〜♪でギャルに一大旋風を巻き起こす“あやまんJAPAN”!!サッカーのザックJAPANより野球の原JAPANよりある意味、最強!?の彼女たち。
エロカワ系パフォーマンス集団
2011/6/24：あやまんJAPAN全国遠征試合「マジお前らに会いてぇわ」＠渋谷O-EASTでは、超満員の1,200人を動員
夜の宴会芸のレベルを超えた究極の新感覚エンターテイメント集団!
グループアイドル戦国時代の鬼っ子 - あやまんJAPAN（2010/12/13：マイコミジャーナル）
「第26回日本ゴールドディスク大賞」ベスト5ニュー・アーティスト受賞！
http://www.hades-e.jp/talent_ayamanjapan.html
http://ameblo.jp/ayamanjapan/",『ArcH 6th ANNIVERSARY』

アルピーナ❼,a-image/128.jpg,アルピーナ❼,DRAG QUEEN,,,"『M night』、『聖子ナイト』、『女装紅白歌合戦』"
アロム奈美江,a-image/129.jpg,アロム奈美江,DRAG QUEEN,,,
エンジェル・ジャスコ,a-image/130.jpg,エンジェル・ジャスコ,DRAG QUEEN,,"新宿二丁目に舞い降りた、スーパーヘビー級の天使、エンジェルジャスコ。惑星のアンドロイド、お転婆バービードール、退廃の娼婦、敏腕スパイ、深窓の貴婦人、 めくるめく七変化で今日も下界をパトロール。 貴女の天使がここにある。","『女装紅白歌合戦』、『RUSH CRUISE』、『トゥナイト』、『二丁目ハイスクール』"
銀,a-image/131.jpg,銀 / ギン,GOGO DANCER,,,『BANANA Fridays』
恵-KEI-,a-image/132.jpg,恵-KEI- / ケイ,"GOGO DANCER
POLE DANCER",,,『BANANA Fridays』
胡蝶蘭,a-image/133.jpg,胡蝶蘭 / コチョウラン,DRAG QUEEN,,,"『女装紅白歌合戦』、『渦巻』、『TOKYO GAY NIGHT』、『笑止千万』"
小西康陽,a-image/134.jpg,小西康陽 / コニシヤスハル,DJ,,"音楽家。1985年、ピチカート・ファイヴのメンバーとしてデビュー。
2001年解散後も、数多くのアーティストの作詞、作曲、編曲、プロデュース、リミックスを手掛けている。
2011年、PIZZICATO ONEの名義で初のソロ作品『11のとても悲しい歌』（ユニバーサルミュージック）を発表。
今秋オンエアされるドラマ『抱きしめたい！Forever』のサウンドトラックを手掛け、EveryLittleThingが歌う主題歌「アクアマリンのままでいて」の編曲も担当した。
サウンドトラックCDが9月27日に発売。
著書に『僕らのヒットパレード』（片岡義男と共著）ほか。","『ArcH Last Place Party day1』, 『Playboy Playgirl』"


色彩,a-image/135.jpg,色彩 / シキサイ,DJ,HOUSE/DISCO/LATIN,"奄美大島出身。現在東京都内を中心にDJとして活動中。
Houseを基本としたオールジャンルプレイヤー。
渋谷ROOMのディスコパーティー「El Amor」にレギュラーDJとして参加。
また渋谷BAR SAZANAMI「HOT MUSIC」新宿ArcH「サンモニっ！！」
不定期開催の「Diesel Disco Club」をオーガナイズ。
ストリートミックスCD「80's Jam」「HOT MUSIC」をリリース。",『サンモニっ!!』

末光篤,a-image/136.jpg,末光篤 / スエミツアツシ,SINGER,PIANO ROCK,"末光 篤 （スエミツ アツシ）
1971年6月4日生まれ　広島県出身　O型　名古屋音楽大学出身

2004年、高セールスを記録したディズニーのロック・カヴァーアルバム
「Mosh Pit on Disney」に参加したことが話題となり、
翌年インディーズレーベルRhythm REPUBLICより、
全曲英詞による1st アルバム「Man Here Plays Mean Piano」を発表。
ピアノを叩き付けるような激しいプレイが話題となり、
新しいピアノロックのスタイルを確立した。

2006年、キューンレコードと契約し、メジャーデビュー。
同年リリースされたデビューシングル「Sherbet Snow and the Airplane」が
いきなり全国のFM/AMラジオ局およびCS音楽チャンネル合計24局にて
パワープレイ及びヘビーローテーションを獲得、
続く2ndシングル「Astaire」がTBS系ドラマ「花嫁は厄年ッ!」の主題歌に抜擢され、
スマッシュヒットとなる。

2007年、4thシングル「Allegro Cantabile」がクラシックを題材にした
人気アニメ「のだめカンタービレ」のオープニングテーマに、
続く5thシングル「Sagittarius」が同アニメのエンディングテーマに抜擢され、
オープニング、エンディングの両方を担当し、大きな話題となる。
同年3月、メジャー1stアルバム「The Piano It's Me」をリリースし、
オリコン初登場18位を記録。
この年、リキッドルームにて初のワンマンライブを行い、
翌年3月には東京(赤坂BLITZ)、大阪(なんばHatch)、名古屋(CLUB Diamond Hall)の
3都市にて、初のワンマンツアーを行う。

2008年、ベストアルバム「Best Angle for the Pianist」を発表した後、
プロデュースワークを中心に活動。
2009年に木村カエラに楽曲提供した「Butterfly」が「ゼクシィ」の
CMソングに起用され、400万ダウンロードを越える大ヒットを記録。
2011年度のJASRAC賞「銀賞」を受賞した。
他にも坂本真綾「eternal return」野宮真貴「私の知らない私」
渡辺美里「世界中にKissの嵐を」等、多くのアーティストに楽曲提供をしている。

2011年、およそ3年振りに本名の末光篤名義でアーティスト活動を再始動。
先行配信シングル「Hello Hello」(詞:いしわたり淳治)を皮切りに、
第1弾ミニアルバム「Dear Grand Piano」をリリース。

2012年、木村カエラに楽曲提供した「Butterfly」をセルフカヴァーし、
シングルとして発表。4/4には昨年に引き続き、第2弾ミニアルバム
「From Your Pianist」をリリース。プロデュースワークを含め、
精力的に活動をしている。",『ArcH Last Place Party day2』



スミレ,a-image/137.jpg,Sumile / スミレ,DRAG QUEEN,,,
須永辰緒,a-image/138.jpg,須永辰緒 / スナガタツオ,DJ,,,『ArcH Last Place Party -over the rainbow-』
大輔,a-image/139.jpg,大輔 / ダイスケ,DJ,J-POP,,『じゃぱんぐ♪』
隆-TAKA-,a-image/140.jpg,隆-TAKA- / タカ,GOGO DANCER,,,"『ケツ割れナイト』, 『炎の野郎祭」』"
たつゆき,a-image/141.jpg,たつゆき / タツユキ,GOGO DANCER,,,"『ケツ割れナイト』, 『炎の野郎祭」』"
ちびヒロ,a-image/142.jpg,ちびヒロ / チビヒロ,GOGO DANCER,,,"『ガクラン』, 『やんちゃじゃないと』"
天天,a-image/143.jpg,天天 / テンテン,GOGO DANCER,,,『ArcH 6th ANNIVERSARY』
傳田真央,a-image/144.jpg,傳田真央 / デンダマオ,SINGER,POP,"傳田 真央（でんだ まお、1980年3月29日 - ）は、日本の女性歌手。長野県長野市出身。人物・略歴父はクラリネット奏者の傳田高廣。音楽一家に育ち、自身も影響を受ける。幼い頃から音楽教養を身につけたため、絶対音感を持つ。1999年にインディーズデビュー。2000年にシングル「耳もとにいるよ･･･ 〜Ring the bells〜」でマーキュリー・ミュージックエンタテインメント（後のキティMME、ユニバーサルミュージック子会社）よりメジャーデビュー。同年、インディーズの楽曲を再収録した2枚目のシングル「あなたとふたりで 〜Be with me all day long〜」や初のアルバム『Eternal Voice』がスマッシュヒットとなった。2002年、GTSのアルバム『POP+underground』作品参加を最後に、ユニバーサルミュージックと所属事務所の契約を終了し、表舞台から姿を消す。以降はアンダーグラウンドでロックバンドを結成し、都内のクラブを中心としてバンドのボーカルとして活動を行うも、すぐに活動を中止。その後亀田誠治を音楽プロデューサーに迎え、楽曲制作に2年半の期間を費やして、2006年にMAO/dとしてシングル「VERY LOVE -0.5℃」で再デビュー。インディーズからの発表ではあるがドラマ主題歌に起用され、また音楽プレーヤーを聴きながら寝転がるアザラシの赤ちゃんのTVスポットなどが大きな話題となる。2008年、傳田真央に名義を戻して活動することを発表。2009年1月14日発売のSPHEREのシングル「君といたい feat. 傳田真央」で活動再開。
http://dendamao.com",『ArcH 2nd ANNIVERSARY』



虎丸,a-image/145.jpg,虎丸 / トラマル,GOGO DANCER,,,"『9モンスターズナイト』,『BANANA Fridays』"
中田ヤスタカ,a-image/146.jpg,中田ヤスタカ / ナカタヤスタカ,DJ,ELECTRO DISCO POP,"2001年に自身のユニットであるCAPSULEでCDデビュー。以降、Perfume、きゃりーぱみゅぱみゅのプロデュースをはじめ、アニメ映画「ONE PIECE FILM Z」オープニングテーマ曲や「LIAR GAME」シリーズのサウンドトラック、ＴＶ・ラジオ番組のテーマ曲制作など多方面にて活躍中。昨今は日本人初のカイリー・ミノーグへのリミックス提供をはじめ、映画 「スタートレック イントゥダークネス」挿入楽曲の制作に携わるなどグローバルな活動が目覚ましい。その自由奔放かつ刺激的な楽曲群は音楽界のみならず、服飾や美容、映像などクリエイティビティを共有するシーンからも熱い支持を得ている。また自身のレギュラーパーティーの主宰・メインアクトを務め、ワールドワイドの大型フェスやファッションショーイベントなどにも出演している。","『AiSOTOPE LOUNGE 7th ANNIVERSARY PARTY 〜CASINO〜』, 『ArcH Last Place Party day1 -over the rainbow-』


中村直,a-image/147.jpg,中村直 / ナカムラナオ,DJ,HOUSE,"日本のハウス・シーンでもとりわけ長いキャリアを誇るDJ。
新宿ツバキハウスでのDJを経て、84年NYへ渡り、TracksやThe Saintといったクラブで日本人として初めてレギュラーDJを勤める。
その後は芝浦GOLDの設立にも携わるほか、Yellow、Liquid Room、Code等でプレイ。
PUFFYやEVERY LITTLE THINGのリミックスも手掛ける一方、「Club Lovely」、「Hits」など時代を築いたパーティーのレジデントとしても知られる。
選曲の引き出しの多さには定評があり、エモーショナルなプレイを得意とする。","『ArcH 7th ANNIVERSARY PARTY 〜CASINO〜』、『I LOVE HOUSE MUSIC』"

生森明菜,a-image/148.jpg,生森明菜 / ナマモリアキナ,DRAG QUEEN,,,"『女装紅白歌合戦』、『TK GROOVE』、『笑止千万』"
肉乃小路ニクヨ,a-image/149.jpg,肉乃小路ニクヨ / ニクノコウジニクヨ,DRAG QUEEN,,,『女装紅白歌合戦』
藤井隆,a-image/150.jpg,藤井隆 / フジイタカシ,SINGER,,,"『AiSOTOPE LOUNGE 1st ANNIVERSARY』,  『ArcH Last Place Party day2』"
優也,a-image/151.jpg,優也 / ユウヤ,GOGO DANCER,,,"『BANANA Fridays』, 『雄汁男魂集会』"
らくだ,a-image/152.jpg,らくだ / ラクダ,GOGO DANCER,,,"『30代でないと』, 『MEN'Sスーツ』"
,,,,,,
